Reporting Economy;Product/Sector;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Chile;SI3_AGG - MIFU - Fuels;1166;1461;1259;1523;805;787;1064;1004;1062;959;558;547;731;882;685;504;772;1685
Chile;SI3_AGG - MA - Manufactures;5787;7241;8156;10006;7195;8679;10829;10633;10402;10316;8631;8557;8934;9662;8806;8564;10161;19492
Chile;SI3_AGG - MAIS - Iron and steel;549;670;853;933;299;442;601;462;315;385;158;132;189;394;339;254;593;630
Chile;SI3_AGG - MACH - Chemicals;2117;2582;2472;3282;2135;2851;3509;3811;3456;3254;2828;2997;3332;3865;3634;3335;4311;13090
Chile;SI3_AGG - MACHPH - Pharmaceuticals;67;80;90;110;108;122;147;156;172;207;199;168;150;172;177;165;234;259
Chile;SI3_AGG - MAMT - Machinery and transport equipment;1150;1487;1983;2328;1830;2040;2439;2313;2567;2639;1999;2029;1987;1828;1577;2133;1966;1660
Chile;SI3_AGG - MAMTOF - Office and telecom equipment;208;224;311;326;315;276;305;320;335;359;282;341;276;222;246;196;261;295
Chile;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;62;69;155;120;144;123;118;91;71;67;41;43;55;54;64;59;90;90
Chile;SI3_AGG - MAMTOTTL - Telecommunications equipment;137;147;145;198;165;150;177;220;260;289;237;280;212;160;177;131;164;201
Chile;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;9;8;11;8;6;3;10;10;4;3;4;18;9;8;5;6;6;4
Chile;SI3_AGG - MAMTTE - Transport equipment;541;678;1019;1222;814;999;1134;1025;1245;1137;953;970;924;943;653;1333;1019;583
Chile;SI3_AGG - MAMTAU - Automotive products;435;578;918;1115;632;850;979;828;939;845;688;619;706;676;519;391;483;468
Chile;SI3_AGG - MATE - Textiles;212;238;252;242;186;218;244;353;303;298;267;255;287;264;216;158;202;229
Chile;SI3_AGG - MACL - Clothing;167;209;263;272;221;316;519;416;441;378;272;290;280;261;232;146;155;203
China;SI3_AGG - TO - Total merchandise;761953;968978;1220456;1430693;1201612;1577754;1898381;2048714;2209005;2342293;2273468;2097632;2263346;2486695;2499457;2589952;3358163;3593523
China;SI3_AGG - AG - Agricultural products;28711;32542;38862;42258;40883;51607;64613;66175;70159;74476;72678;75476;78438;82790;81681;78177;88526;96372
China;SI3_AGG - AGFO - Food;24635;27863;33161;35887;35319;44153;54168;56318;59983;63494;63173;66205;68998;72369;71840;69639;77107;82662
China;SI3_AGG - MI - Fuels and mining products;31266;38605;42815;55260;34329;48060;59459;56124;59810;63703;54521;50524;62657;79447;78357;60493;87871;118679
China;SI3_AGG - MIFU - Fuels;17622;17770;20878;31773;20383;26673;32274;31013;33786;34446;27902;26871;35389;46438;46851;31441;41678;64329
China;SI3_AGG - MA - Manufactures;700342;895390;1136143;1331388;1124743;1476532;1771858;1924928;2077150;2201686;2143718;1965697;2116384;2318161;2320973;2421701;3145158;3329069
China;SI3_AGG - MAIS - Iron and steel;19278;32519;51531;70951;23660;39565;55462;53833;54689;72260;63829;55321;55756;62605;55081;46451;84454;100906
China;SI3_AGG - MACH - Chemicals;35772;44529;60341;79313;62008;87519;114723;113522;119566;134482;129526;121846;141230;167420;161734;169100;264169;313203
China;SI3_AGG - MACHPH - Pharmaceuticals;3778;4486;6001;8091;8614;10680;11810;11920;12307;13362;13481;13585;14986;17327;17158;21958;48487;24008
China;SI3_AGG - MAMT - Machinery and transport equipment;352234;456323;577819;674065;591128;781074;902599;965288;1039527;1071813;1060769;985554;1085569;1211106;1199072;1261186;1621654;1671115
China;SI3_AGG - MAMTOF - Office and telecom equipment;225964;287316;347843;382273;346448;449340;496761;539792;593661;595353;588437;541117;599411;667125;651747;670274;811046;780117
China;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;110695;134494;165890;176839;157321;205991;218460;227988;223798;225665;192966;174090;260856;284461;261550;217419;259184;241729
China;SI3_AGG - MAMTOTTL - Telecommunications equipment;94856;123613;146281;161948;148799;180426;208735;229468;252817;276276;292588;277574;237856;260736;244420;300126;347914;318506
China;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;20413;29209;35672;43486;40328;62923;69565;82336;117046;93412;102883;89453;100699;121927;145777;152729;203948;219882
China;SI3_AGG - MAMTTE - Transport equipment;30195;41050;59131;76245;64755;95671;118643;118502;111503;118003;120656;106238;118549;133395;126097;123794;192731;218488
China;SI3_AGG - MAMTAU - Automotive products;9957;14410;23032;28636;19853;28037;37494;43110;45976;50901;49452;48214;54200;60654;59309;58027;93395;124167
China;SI3_AGG - MATE - Textiles;41050;48678;56032;65367;59824;76871;94411;95450;106578;111664;108934;104605;109595;118530;119575;154091;145569;148132
China;SI3_AGG - MACL - Clothing;74163;95379;115520;120405;107264;129820;153774;159614;177435;186613;174573;158180;157464;157961;151537;141501;176050;182416
Colombia;SI3_AGG - TO - Total merchandise;21190;24391;29991;37626;32853;39713;56915;60125;58824;54857;35691;31757;36897;41774;39489;31008;40287;56999
Colombia;SI3_AGG - AG - Agricultural products;4599;4922;5858;6693;5971;5757;7059;6629;6674;7348;6935;6865;7342;7297;7360;7871;9433;11551
Colombia;SI3_AGG - AGFO - Food;3636;3859;4577;5403;4850;4447;5722;5251;5180;5819;5505;5411;5858;5718;5760;6337;7543;9331
Colombia;SI3_AGG - MI - Fuels and mining products;8600;9955;11574;18047;16296;23178;37148;40265;39938;36513;19291;15107;20916;24710;22011;13310;19852;32174
Colombia;SI3_AGG - MIFU - Fuels;8316;9374;10872;17295;15781;22564;36482;39612;39294;35982;18840;14746;20446;24212;21599;12906;19165;31375
Colombia;SI3_AGG - MA - Manufactures;7357;8678;11753;11850;9016;8751;9937;9954;9936;9396;8361;7526;7721;8328;8292;6947;8946;10536
Colombia;SI3_AGG - MAIS - Iron and steel;1037;1400;1941;1258;962;1225;1084;1155;854;780;522;409;492;735;689;518;661;1108
Colombia;SI3_AGG - MACH - Chemicals;1786;2024;2413;2951;2716;2847;3312;3429;3727;3688;3423;3030;3053;3211;3134;2868;3784;4133
Colombia;SI3_AGG - MACHPH - Pharmaceuticals;264;294;308;372;412;362;413;466;501;530;509;431;357;358;367;369;398;416
Colombia;SI3_AGG - MAMT - Machinery and transport equipment;1265;1520;2208;1884;1428;1265;1721;1493;1833;1530;1424;1464;1527;1571;1631;1230;1401;1643
Colombia;SI3_AGG - MAMTOF - Office and telecom equipment;57;59;41;54;76;58;56;75;92;97;89;89;102;99;114;112;131;160
Colombia;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;10;13;14;16;12;11;9;10;19;20;16;17;31;37;24;17;20;19
Colombia;SI3_AGG - MAMTOTTL - Telecommunications equipment;46;41;27;35;60;45;43;59;63;59;48;43;40;33;28;26;49;73
Colombia;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;1;5;1;3;4;3;4;6;10;17;25;29;32;29;63;69;63;69
Colombia;SI3_AGG - MAMTTE - Transport equipment;746;876;1307;766;397;587;965;610;914;606;576;624;634;716;764;411;417;517
Colombia;SI3_AGG - MAMTAU - Automotive products;647;744;1130;533;248;341;393;563;839;524;483;538;523;632;638;318;304;380
Colombia;SI3_AGG - MATE - Textiles;356;383;628;858;639;414;486;454;386;361;314;277;280;287;278;244;303;333
Colombia;SI3_AGG - MACL - Clothing;908;962;1351;1222;592;650;650;703;615;546;518;425;426;467;467;349;530;558
Common Market for Eastern and Southern Africa (COMESA);SI3_AGG - TO - Total merchandise;74258;92152;114133;146596;107613;135707;117169;152583;139074;113313;89511;87988;112069;136145;128353;105805;166078;188677
Commonwealth of Independent States (CIS);SI3_AGG - TO - Total merchandise;308388;391534;469837;633995;409247;536195;713661;729119;712207;676861;456190;377236;471484;588296;564754;451927;652591;777717
Comoros;SI3_AGG - TO - Total merchandise;12;10;14;7;15;21;26;20;21;26;17;31;39;41;39;21;34;54
Comoros;SI3_AGG - AG - Agricultural products;3;2;1;3;8;10;18;10;8;16;11;25;31;29;21;13;18;30
Comoros;SI3_AGG - AGFO - Food;3;2;1;3;8;10;18;10;8;16;11;25;31;29;21;13;18;30
Comoros;SI3_AGG - MI - Fuels and mining products;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
Comoros;SI3_AGG - MIFU - Fuels;;;;;0;0;0;0;0;0;0;;0;0;0;0;0;0
Comoros;SI3_AGG - MA - Manufactures;0;0;1;1;3;5;5;2;2;9;4;4;8;12;18;7;14;22
Comoros;SI3_AGG - MAIS - Iron and steel;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Comoros;SI3_AGG - MACH - Chemicals;0;0;1;1;2;2;2;1;1;3;3;3;4;10;13;5;6;5
Comoros;SI3_AGG - MACHPH - Pharmaceuticals;;;;;0;0;0;;;;0;;;;;;0;0
Comoros;SI3_AGG - MAMT - Machinery and transport equipment;0;0;;0;0;0;2;0;1;4;1;1;3;1;4;1;6;17
Comoros;SI3_AGG - MAMTOF - Office and telecom equipment;0;0;;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Comoros;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Comoros;SI3_AGG - MAMTOTTL - Telecommunications equipment;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Comoros;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;;;0;;;0;0;;;0;0;0;0;0;0;0;0
Comoros;SI3_AGG - MAMTTE - Transport equipment;0;0;;0;0;0;2;0;0;2;1;0;1;1;2;0;6;16
Comoros;SI3_AGG - MAMTAU - Automotive products;0;0;;0;0;0;2;0;0;2;1;0;0;0;2;0;1;0
Comoros;SI3_AGG - MATE - Textiles;0;0;;0;0;0;;0;;0;0;0;0;0;0;0;0;0
Comoros;SI3_AGG - MACL - Clothing;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Congo;SI3_AGG - TO - Total merchandise;4745;6078;6293;9170;8202;6918;13824;7438;10453;8673;8623;7901;8252;11155;5576;4893;8378;10661
Congo;SI3_AGG - AG - Agricultural products;;;205;210;194;143;123;73;113;129;112;171;260;271;340;340;355;378
Congo;SI3_AGG - AGFO - Food;;;23;37;35;33;20;16;15;19;18;20;27;24;22;19;19;43
Congo;SI3_AGG - MI - Fuels and mining products;;;5479;7714;5797;4686;10739;5869;7916;4006;2696;1541;3866;9275;4767;3716;7411;10241
Congo;SI3_AGG - MIFU - Fuels;;;5477;7711;5795;4685;10736;5868;7914;4005;2695;1540;3677;9171;4680;3675;6184;8866
Congo;SI3_AGG - MA - Manufactures;;;608;1245;2211;2088;2961;1495;2424;4538;5813;6188;4126;1608;469;833;594;37
Congo;SI3_AGG - MAIS - Iron and steel;;;9;33;17;16;25;4;5;18;9;6;86;22;11;11;3;0
Congo;SI3_AGG - MACH - Chemicals;;;3;5;7;6;11;10;5;5;6;7;7;5;7;3;3;2
Congo;SI3_AGG - MACHPH - Pharmaceuticals;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Congo;SI3_AGG - MAMT - Machinery and transport equipment;;;528;1111;2040;1931;2853;1389;2362;4458;5744;6069;3927;1491;395;777;540;5
Congo;SI3_AGG - MAMTOF - Office and telecom equipment;;;2;2;1;0;1;5;1;1;1;2;2;1;1;1;2;1
Congo;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;;;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0
Congo;SI3_AGG - MAMTOTTL - Telecommunications equipment;;;1;2;0;0;0;4;0;0;1;1;2;0;0;1;0;1
Congo;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Congo;SI3_AGG - MAMTTE - Transport equipment;;;491;1070;1975;1870;2732;1308;2286;4390;5654;5904;3798;1392;312;730;476;0
Congo;SI3_AGG - MAMTAU - Automotive products;;;1;5;6;6;4;6;6;8;12;14;15;22;8;3;114;0
Congo;SI3_AGG - MATE - Textiles;;;1;2;3;3;1;1;1;1;3;1;1;1;1;1;2;0
Congo;SI3_AGG - MACL - Clothing;;;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0
Cook Islands;SI3_AGG - TO - Total merchandise;5;3;5;4;3;5;3;5;11;18;14;13;20;18;17;20;15;11
Cook Islands;SI3_AGG - AG - Agricultural products;4;;;1;;;;;;;;;;;;;;
Cook Islands;SI3_AGG - AGFO - Food;4;;;1;;;;;;;;;;;;;;
Cook Islands;SI3_AGG - MI - Fuels and mining products;0;;;0;;;;;;;;;;;;;;
Cook Islands;SI3_AGG - MA - Manufactures;1;;;1;;;;;;;;;;;;;;
Cook Islands;SI3_AGG - MACH - Chemicals;0;;;0;;;;;;;;;;;;;;
Cook Islands;SI3_AGG - MACL - Clothing;0;;;;;;;;;;;;;;;;;
Costa Rica;SI3_AGG - TO - Total merchandise;7026;8200;9337;9504;8784;9448;10408;11433;11480;11250;9422;10361;10769;11495;11864;12319;15494;17752
Costa Rica;SI3_AGG - AG - Agricultural products;2337;2372;2878;3353;3101;3371;3845;4083;4189;4408;4317;4618;5126;4837;4687;4811;5482;5646
Costa Rica;SI3_AGG - AGFO - Food;2122;2147;2678;3105;2854;3131;3584;3814;3941;4161;4074;4396;4888;4624;4480;4626;5240;5419
Costa Rica;SI3_AGG - MI - Fuels and mining products;118;159;182;219;168;154;184;267;172;184;120;112;155;165;160;167;241;226
Costa Rica;SI3_AGG - MIFU - Fuels;35;44;51;82;76;51;33;5;4;3;4;3;4;4;2;2;3;3
Costa Rica;SI3_AGG - MA - Manufactures;4571;5376;5583;5929;5514;5488;6150;6866;7076;6625;4981;5161;5483;6221;6573;6623;8588;9406
Costa Rica;SI3_AGG - MAIS - Iron and steel;72;49;96;169;91;110;136;164;144;124;110;112;171;177;164;144;323;279
Costa Rica;SI3_AGG - MACH - Chemicals;549;424;569;809;725;692;815;766;799;755;757;764;875;849;889;900;951;1079
Costa Rica;SI3_AGG - MACHPH - Pharmaceuticals;238;141;287;327;334;302;325;225;239;232;256;267;300;317;325;381;318;328
Costa Rica;SI3_AGG - MAMT - Machinery and transport equipment;2149;2553;3094;2925;2634;2454;2756;3117;3365;2699;933;677;705;832;807;785;1028;1161
Costa Rica;SI3_AGG - MAMTOF - Office and telecom equipment;1681;2004;2407;2175;2142;1799;1973;2186;2508;1838;166;68;95;146;115;98;154;164
Costa Rica;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;684;639;1026;1053;1235;815;28;14;14;20;12;16;18;59;53;42;67;63
Costa Rica;SI3_AGG - MAMTOTTL - Telecommunications equipment;184;138;39;50;36;42;45;67;95;160;120;16;15;11;14;14;21;100
Costa Rica;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;813;1226;1342;1072;871;943;1900;2106;2398;1658;33;36;62;77;48;42;65;1
Costa Rica;SI3_AGG - MAMTTE - Transport equipment;32;39;45;101;28;65;86;131;94;108;107;13;14;18;24;35;27;29
Costa Rica;SI3_AGG - MAMTAU - Automotive products;8;4;6;5;7;40;48;82;52;97;97;6;7;12;11;7;8;8
Costa Rica;SI3_AGG - MATE - Textiles;58;41;40;55;43;46;49;77;43;44;73;67;78;91;95;82;98;115
Costa Rica;SI3_AGG - MACL - Clothing;473;235;212;266;194;161;172;193;129;106;63;59;45;40;40;35;28;34
Côte d'Ivoire;SI3_AGG - TO - Total merchandise;7697;8477;8669;10390;11327;11410;12635;12124;12049;12951;11730;10876;11853;11912;12718;12454;15333;16436
Côte d'Ivoire;SI3_AGG - AG - Agricultural products;3368;3508;3898;4785;5422;5976;6716;5949;5602;7471;7692;7147;8014;7803;8062;8430;10276;9646
Côte d'Ivoire;SI3_AGG - AGFO - Food;2770;2856;3185;3936;4851;5001;5307;4778;4425;6385;6844;6328;6888;6681;6727;7040;8193;7333
Côte d'Ivoire;SI3_AGG - MI - Fuels and mining products;2025;3017;2660;3691;3062;2465;2709;3185;2926;2690;2020;1341;1637;2016;2315;1458;1875;3224
Côte d'Ivoire;SI3_AGG - MIFU - Fuels;2010;3004;2629;3628;3019;2433;2688;3160;2879;2635;1991;1321;1571;1883;2136;1280;1719;3042
Côte d'Ivoire;SI3_AGG - MA - Manufactures;1347;1231;1140;1160;1523;1633;1029;1075;2876;1945;1308;1418;1912;1192;1224;1098;1472;1642
Côte d'Ivoire;SI3_AGG - MAIS - Iron and steel;23;20;26;24;33;35;47;56;42;47;41;59;40;33;21;26;19;13
Côte d'Ivoire;SI3_AGG - MACH - Chemicals;264;286;305;370;405;321;331;356;330;422;407;433;489;498;458;500;556;617
Côte d'Ivoire;SI3_AGG - MACHPH - Pharmaceuticals;2;4;3;5;4;6;4;6;5;5;5;5;4;4;3;4;4;7
Côte d'Ivoire;SI3_AGG - MAMT - Machinery and transport equipment;714;581;392;316;630;875;270;210;2059;897;345;382;878;196;342;140;430;489
Côte d'Ivoire;SI3_AGG - MAMTOF - Office and telecom equipment;46;47;34;29;44;22;97;9;11;23;14;13;11;8;8;5;7;10
Côte d'Ivoire;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;5;0;0;1;9;7;2;0;3;14;2;2;4;3;2;2;4;3
Côte d'Ivoire;SI3_AGG - MAMTOTTL - Telecommunications equipment;41;46;32;27;34;14;95;8;8;8;11;9;7;2;4;1;3;5
Côte d'Ivoire;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;0;1;1;1;1;1;0;0;0;0;0;1;0;3;2;2;1;1
Côte d'Ivoire;SI3_AGG - MAMTTE - Transport equipment;636;492;313;244;515;777;112;102;1911;755;169;233;747;105;264;56;345;404
Côte d'Ivoire;SI3_AGG - MAMTAU - Automotive products;188;174;185;37;73;24;38;27;147;112;86;73;58;22;24;27;12;18
Côte d'Ivoire;SI3_AGG - MATE - Textiles;33;35;35;39;41;43;54;72;74;82;82;81;72;74;71;65;73;80
Côte d'Ivoire;SI3_AGG - MACL - Clothing;5;2;3;3;2;2;1;1;1;2;4;2;2;3;3;3;4;2
Croatia;SI3_AGG - TO - Total merchandise;8795;10361;12340;14112;10403;11806;13338;12371;12659;13835;12925;13813;16069;17402;17180;17193;21878;25306
Croatia;SI3_AGG - AG - Agricultural products;1216;1520;1732;1850;1729;1771;2062;2072;2172;2492;2441;2742;3011;3369;3275;3511;4323;4863
Croatia;SI3_AGG - AGFO - Food;918;1178;1293;1378;1342;1335;1530;1567;1535;1738;1758;2032;2242;2532;2488;2770;3341;3723
Croatia;SI3_AGG - MI - Fuels and mining products;1550;2022;2166;2428;1746;2005;2305;2334;2383;2423;1796;1687;2307;2526;2361;2286;3678;6161
Croatia;SI3_AGG - MIFU - Fuels;1219;1568;1599;1822;1365;1472;1614;1691;1819;1915;1435;1304;1704;1858;1671;1541;2600;5027
Croatia;SI3_AGG - MA - Manufactures;5988;6800;8417;9799;6947;7972;8866;7641;7813;8638;8487;9117;10563;11331;11431;11154;13635;14235
Croatia;SI3_AGG - MAIS - Iron and steel;70;97;128;176;121;123;174;72;135;188;162;111;97;226;189;144;304;359
Croatia;SI3_AGG - MACH - Chemicals;872;952;1165;1395;1014;1341;1531;1351;1409;1470;1515;1809;2236;2180;2306;2342;2727;2704
Croatia;SI3_AGG - MACHPH - Pharmaceuticals;275;282;295;321;337;434;522;548;545;549;624;986;1292;1094;1163;1202;1192;1094
Croatia;SI3_AGG - MAMT - Machinery and transport equipment;2538;2990;3840;4726;3099;3748;3978;3320;3029;3045;3115;3239;3743;4094;4356;4102;4949;5082
Croatia;SI3_AGG - MAMTOF - Office and telecom equipment;222;276;361;399;280;256;220;242;326;279;299;356;369;394;385;410;446;437
Croatia;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;62;77;123;130;71;50;55;41;45;81;79;77;83;92;85;99;112;113
Croatia;SI3_AGG - MAMTOTTL - Telecommunications equipment;109;124;121;112;61;46;46;141;94;139;159;211;164;225;236;250;271;248
Croatia;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;51;74;117;157;149;159;119;60;188;59;61;69;122;77;64;62;63;75
Croatia;SI3_AGG - MAMTTE - Transport equipment;1113;1424;1737;2249;1127;1806;1840;1194;710;694;960;843;1073;1265;1553;1240;1438;1345
Croatia;SI3_AGG - MAMTAU - Automotive products;161;146;209;248;182;202;207;194;199;327;366;481;598;759;918;736;715;663
Croatia;SI3_AGG - MATE - Textiles;107;113;132;141;118;115;121;110;146;195;177;195;207;226;212;209;240;257
Croatia;SI3_AGG - MACL - Clothing;570;538;585;604;509;488;578;516;517;802;711;722;785;836;816;738;873;977
Cuba;SI3_AGG - TO - Total merchandise;2319;3159;3981;3957;3092;4914;6440;5900;5283;4857;3350;2317;2402;2373;2062;1703;1966;1763
Cuba;SI3_AGG - AG - Agricultural products;528;585;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - AGFO - Food;525;583;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MI - Fuels and mining products;1055;1594;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MIFU - Fuels;18;0;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MA - Manufactures;576;729;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MAIS - Iron and steel;44;44;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MACH - Chemicals;259;305;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MACHPH - Pharmaceuticals;242;285;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MAMT - Machinery and transport equipment;95;207;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MAMTOF - Office and telecom equipment;18;20;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;5;6;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MAMTOTTL - Telecommunications equipment;8;4;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;5;10;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MAMTTE - Transport equipment;14;99;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MAMTAU - Automotive products;3;7;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MATE - Textiles;2;1;;;;;;;;;;;;;;;;
Cuba;SI3_AGG - MACL - Clothing;2;0;;;;;;;;;;;;;;;;
Curaçao;SI3_AGG - TO - Total merchandise;;;;;;;928;948;705;702;466;419;425;586;398;271;344;553
Cyprus;SI3_AGG - TO - Total merchandise;1465;1333;1394;1633;1257;1402;1818;1740;2019;3163;3295;2965;3288;5052;3453;3063;3888;4342
Cyprus;SI3_AGG - AG - Agricultural products;242;238;295;336;271;286;345;319;400;386;336;391;438;505;509;535;561;554
Cyprus;SI3_AGG - AGFO - Food;234;229;284;321;261;273;328;299;377;371;323;378;421;488;496;521;543;534
Cyprus;SI3_AGG - MI - Fuels and mining products;284;334;338;469;267;322;501;484;442;406;508;578;791;1279;795;566;863;1173
Cyprus;SI3_AGG - MIFU - Fuels;241;258;231;339;188;215;348;335;327;311;444;520;720;1197;728;495;745;1055
Cyprus;SI3_AGG - MA - Manufactures;920;753;751;810;707;770;911;850;1099;2276;2413;1942;1958;3140;2036;1880;2425;2521
Cyprus;SI3_AGG - MAIS - Iron and steel;1;0;0;0;0;2;2;11;10;10;7;3;35;166;47;14;2;2
Cyprus;SI3_AGG - MACH - Chemicals;161;177;222;277;258;353;485;461;461;418;375;384;408;489;463;525;668;613
Cyprus;SI3_AGG - MACHPH - Pharmaceuticals;131;147;185;230;193;236;311;303;324;321;283;288;314;374;372;435;422;397
Cyprus;SI3_AGG - MAMT - Machinery and transport equipment;603;422;345;289;252;245;273;230;453;1648;1861;1385;1343;2328;1398;1221;1608;1763
Cyprus;SI3_AGG - MAMTOF - Office and telecom equipment;378;202;89;134;122;137;110;59;81;93;115;142;162;216;72;57;83;72
Cyprus;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;24;20;9;31;14;9;8;7;8;7;8;15;22;17;9;14;22;17
Cyprus;SI3_AGG - MAMTOTTL - Telecommunications equipment;332;139;18;14;16;13;16;31;73;87;106;126;139;198;62;42;61;53
Cyprus;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;22;43;62;89;92;115;87;21;0;0;0;0;1;0;0;1;1;2
Cyprus;SI3_AGG - MAMTTE - Transport equipment;192;158;154;85;74;48;47;71;237;1381;1668;1140;1070;1962;1184;1041;1359;1490
Cyprus;SI3_AGG - MAMTAU - Automotive products;161;127;142;69;26;21;22;27;20;30;53;39;16;14;19;17;19;14
Cyprus;SI3_AGG - MATE - Textiles;3;2;2;2;1;3;3;3;2;7;3;2;1;1;1;1;1;1
Cyprus;SI3_AGG - MACL - Clothing;15;15;16;19;16;14;12;17;9;14;11;10;13;12;14;13;19;18
Czech Republic;SI3_AGG - TO - Total merchandise;78110;94929;122498;146799;112955;132982;162939;157041;162274;175021;157878;162692;182142;202238;199128;191911;226564;241931
Czech Republic;SI3_AGG - AG - Agricultural products;4302;4715;6250;8002;6768;7271;8905;9626;10376;10834;10023;10105;10505;10973;11016;11503;13780;14992
Czech Republic;SI3_AGG - AGFO - Food;3197;3435;4655;6116;5178;5328;6597;7356;7930;8419;7947;8008;8163;8330;8374;9000;10125;11422
Czech Republic;SI3_AGG - MI - Fuels and mining products;3668;4650;5661;7784;6186;7849;9708;9695;8477;8299;7240;5294;5983;6933;6091;4749;8903;12415
Czech Republic;SI3_AGG - MIFU - Fuels;2399;2764;3342;4986;4096;4931;6202;6067;4956;4766;4737;3154;3337;4159;3674;2407;5239;8636
Czech Republic;SI3_AGG - MA - Manufactures;69477;85003;109930;130748;99333;117118;143156;136577;141953;154443;139304;145912;164490;183207;180792;173757;201925;212931
Czech Republic;SI3_AGG - MAIS - Iron and steel;3675;4375;5619;6872;3608;4671;6191;5529;5379;5027;4059;3856;4348;5405;4614;4113;6154;6476
Czech Republic;SI3_AGG - MACH - Chemicals;4686;5501;6820;8793;7043;8430;9880;9391;9926;11187;9428;9454;11121;12569;13029;13246;16860;17488
